key,forms,path
tinanta:pA:loT:3:2,pAtAm,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 1.4.14 6.1.101
tinanta:pA:loT:3:3,pAntu,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 3.4.86 7.1.3 1.4.13 1.4.14 6.1.101 6.1.101 8.3.24 8.4.58
tinanta:nIY:laT:1:1,nayAmi|naye,1.3.1 1.3.3 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 6.1.97 8.4.68
tinanta:nIY:laT:1:2,nayAvaH|nayAvahe,1.3.1 1.3.3 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 1.2.4 1.4.13 7.3.84 1.4.14 7.3.101 6.1.78 8.4.68
tinanta:nIY:laT:1:3,nayAmaH|nayAmahe,1.3.1 1.3.3 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 1.2.4 1.4.13 7.3.84 1.4.14 7.3.101 6.1.78 8.4.68
tinanta:nIY:laT:2:1,nayase|nayasi,1.3.1 1.3.3 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.80 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:nIY:laT:2:2,nayaTaH|nayeTe,1.3.1 1.3.3 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 1.2.4 1.4.13 7.2.81 6.1.66 7.3.84 1.4.14 6.1.78 6.1.87 8.4.68
tinanta:nIY:laT:2:3,nayaDve|nayaTa,1.3.1 1.3.3 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:nIY:laT:3:1,nayate|nayati,1.3.1 1.3.3 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:nIY:laT:3:2,nayataH|nayete,1.3.1 1.3.3 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 1.2.4 1.4.13 7.2.81 6.1.66 7.3.84 1.4.14 6.1.78 6.1.87 8.4.68
tinanta:nIY:laT:3:3,nayante|nayanti,1.3.1 1.3.3 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 1.2.4 7.1.3 1.4.13 7.3.84 1.4.14 6.1.78 6.1.97 8.3.24 8.4.58 8.4.68
tinanta:nIY:laG:1:1,anayam|anaye,1.3.1 1.3.3 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 6.1.87 8.4.68
tinanta:nIY:laG:1:2,anayAva|anayAvahi,1.3.1 1.3.3 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 7.3.101 6.1.78 8.4.68
tinanta:nIY:laG:1:3,anayAma|anayAmahi,1.3.1 1.3.3 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 7.3.101 6.1.78 8.4.68
tinanta:nIY:laG:2:1,anayaH|anayaTAH,1.3.1 1.3.3 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:nIY:laG:2:2,anayatam|anayeTAm,1.3.1 1.3.3 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 7.2.81 6.1.66 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 6.1.87 8.4.68
tinanta:nIY:laG:2:3,anayaDvam|anayata,1.3.1 1.3.3 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:nIY:laG:3:1,anayad|anayat|anayata,1.3.1 1.3.3 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:nIY:laG:3:2,anayatAm|anayetAm,1.3.1 1.3.3 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 7.2.81 6.1.66 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 6.1.87 8.4.68
tinanta:nIY:laG:3:3,anayan|anayanta,1.3.1 1.3.3 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 7.1.3 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 6.1.97 8.3.24 8.4.58 8.4.68
tinanta:nIY:liT:1:1,ninAya|ninaya|ninye,1.3.1 1.3.3 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.115 3.4.79 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 1.1.5 7.4.59 1.4.14 6.4.82
tinanta:nIY:liT:1:2,ninyiva|ninyivahe,1.3.1 1.3.3 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.115 3.4.79 3.4.115 1.2.5 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 1.1.5 6.1.8 6.1.4 6.1.5 7.4.59 1.4.14 6.4.82 8.4.68
tinanta:nIY:liT:1:3,ninyima|ninyimahe,1.3.1 1.3.3 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.115 3.4.79 3.4.115 1.2.5 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 1.1.5 6.1.8 6.1.4 6.1.5 7.4.59 1.4.14 6.4.82 8.4.68
tinanta:nIY:liT:2:1,ninayiTa|ninyize,1.3.1 1.3.3 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.115 3.4.80 3.4.115 1.2.5 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 1.1.5 6.1.8 6.1.4 6.1.5 7.4.59 1.4.14 6.4.82 8.3.59
tinanta:nIY:liT:2:2,ninyATe|ninyaTuH,1.3.1 1.3.3 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.115 3.4.79 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 1.1.5 7.4.59 1.4.14 6.4.82
tinanta:nIY:liT:2:3,ninya|ninyiDve|ninyiQve,1.3.1 1.3.3 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.115 3.4.79 3.4.115 1.2.5 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 1.1.5 6.1.8 6.1.4 6.1.5 7.4.59 1.4.14 6.4.82 8.3.79
tinanta:nIY:liT:3:1,ninAya|ninye,1.3.1 1.3.3 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.115 3.4.81 1.3.3 1.3.9 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 1.1.5 7.4.59 1.4.14 6.4.82
tinanta:nIY:liT:3:2,ninyAte|ninyatuH,1.3.1 1.3.3 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.115 3.4.79 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 1.1.5 7.4.59 1.4.14 6.4.82
tinanta:nIY:liT:3:3,ninyire|ninyuH,1.3.1 1.3.3 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.115 3.4.81 1.3.3 1.3.9 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 1.1.5 7.4.59 1.4.14 6.4.82
tinanta:nIY:lRT:1:1,nayizyAmi|nayizye,1.3.1 1.3.3 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 3.4.79 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 6.1.97 8.3.59 8.4.68
tinanta:nIY:lRT:1:2,nayizyAvaH|nayizyAvahe,1.3.1 1.3.3 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.33 3.4.114 3.4.79 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 7.3.101 6.1.78 8.3.59 8.4.68
tinanta:nIY:lRT:1:3,nayizyAmaH|nayizyAmahe,1.3.1 1.3.3 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 3.4.79 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 7.3.101 6.1.78 8.3.59 8.4.68
tinanta:nIY:lRT:2:1,nayizyase|nayizyasi,1.3.1 1.3.3 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 3.4.80 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.3.59 8.4.68
tinanta:nIY:lRT:2:2,nayizyaTaH|nayizyeTe,1.3.1 1.3.3 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 3.4.79 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.2.81 6.1.66 7.3.84 1.4.14 6.1.78 6.1.87 8.3.59 8.4.68
tinanta:nIY:lRT:2:3,nayizyaDve|nayizyaTa,1.3.1 1.3.3 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 3.4.79 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.3.59 8.4.68
tinanta:nIY:lRT:3:1,nayizyate|nayizyati,1.3.1 1.3.3 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.33 3.4.114 3.4.79 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.3.59 8.4.68
tinanta:nIY:lRT:3:2,nayizyataH|nayizyete,1.3.1 1.3.3 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 3.4.79 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.2.81 6.1.66 7.3.84 1.4.14 6.1.78 6.1.87 8.3.59 8.4.68
tinanta:nIY:lRT:3:3,nayizyante|nayizyanti,1.3.1 1.3.3 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.33 3.4.114 3.4.79 7.2.35 1.3.3 1.3.9 1.2.4 7.1.3 1.4.13 7.3.84 1.4.14 6.1.78 6.1.97 8.3.24 8.3.59 8.4.58 8.4.68
tinanta:nIY:loT:1:1,nayAni|nayE,1.3.1 1.3.3 1.3.9 3.3.162 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 3.4.93 3.4.92 1.3.3 1.3.9 1.4.13 7.3.84 1.4.14 6.1.90 6.1.78 6.1.88 8.4.68
tinanta:nIY:loT:1:2,nayAva|nayAvahE,1.3.1 1.3.3 1.3.9 3.3.162 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 3.4.93 3.4.92 1.3.3 1.3.9 1.4.13 7.3.84 1.4.14 6.1.78 6.1.101 8.4.68
tinanta:nIY:loT:1:3,nayAma|nayAmahE,1.3.1 1.3.3 1.3.9 3.3.162 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 3.4.93 3.4.92 1.3.3 1.3.9 1.4.13 7.3.84 1.4.14 6.1.78 6.1.101 8.4.68
tinanta:nIY:loT:2:1,naya|nayasva|nayatAd|nayatAt,1.3.1 1.3.3 1.3.9 3.3.162 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.80 3.4.91 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:nIY:loT:2:2,nayatam|nayeTAm,1.3.1 1.3.3 1.3.9 3.3.162 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 3.4.90 1.2.4 1.4.13 7.2.81 6.1.66 7.3.84 1.4.14 6.1.78 6.1.87 8.4.68
tinanta:nIY:loT:2:3,nayaDvam|nayata,1.3.1 1.3.3 1.3.9 3.3.162 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 3.4.91 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:nIY:loT:3:1,nayatAd|nayatAm|nayatAt|nayatu,1.3.1 1.3.3 1.3.9 3.3.162 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 3.4.90 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:nIY:loT:3:2,nayatAm|nayetAm,1.3.1 1.3.3 1.3.9 3.3.162 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 3.4.90 1.2.4 1.4.13 7.2.81 6.1.66 7.3.84 1.4.14 6.1.78 6.1.87 8.4.68
tinanta:nIY:loT:3:3,nayantAm|nayantu,1.3.1 1.3.3 1.3.9 3.3.162 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.79 3.4.90 1.2.4 7.1.3 1.4.13 7.3.84 1.4.14 6.1.78 6.1.97 8.3.24 8.4.58 8.4.68
tinanta:qukfY:laT:1:1,karomi|karve,1.3.1 1.3.3 1.3.5 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.79 3.4.114 3.4.79 1.2.4 1.4.13 7.3.84 1.1.5 1.4.14 6.1.77 8.4.68
tinanta:qukfY:laT:1:2,karvaH|karvahe,1.3.1 1.3.3 1.3.5 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.79 3.4.114 3.4.79 1.2.4 1.4.13 7.3.84 1.1.5 1.4.14 6.4.108 8.4.68
tinanta:qukfY:laT:1:3,karmaH|karmahe,1.3.1 1.3.3 1.3.5 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.79 3.4.114 3.4.79 1.2.4 1.4.13 7.3.84 1.1.5 1.4.14 6.4.108 8.4.68
tinanta:qukfY:laT:2:1,karozi|karuze,1.3.1 1.3.3 1.3.5 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.79 3.4.114 3.4.80 1.2.4 1.4.13 7.3.84 1.1.5 1.4.14 8.3.59 8.4.68
tinanta:qukfY:laT:2:2,karuTaH|karvATe,1.3.1 1.3.3 1.3.5 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.79 3.4.114 3.4.79 1.2.4 1.4.13 7.3.84 1.1.5 1.4.14 6.1.77 8.4.68
tinanta:qukfY:laT:2:3,karuDve|karuTa,1.3.1 1.3.3 1.3.5 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.79 3.4.114 3.4.79 1.2.4 1.4.13 7.3.84 1.1.5 1.4.14 8.4.68
tinanta:qukfY:laT:3:1,karoti|karute,1.3.1 1.3.3 1.3.5 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.79 3.4.114 3.4.79 1.2.4 1.4.13 7.3.84 1.1.5 1.4.14 8.4.68
tinanta:qukfY:laT:3:2,karutaH|karvAte,1.3.1 1.3.3 1.3.5 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.79 3.4.114 3.4.79 1.2.4 1.4.13 7.3.84 1.1.5 1.4.14 6.1.77 8.4.68
tinanta:qukfY:laT:3:3,karvanti|karvate,1.3.1 1.3.3 1.3.5 1.3.9 3.2.123 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.79 3.4.114 3.4.79 1.2.4 7.1.5 1.4.13 7.3.84 1.1.5 1.4.14 6.1.77 8.4.68
tinanta:qukfY:laG:1:1,akaravam|akarvi,1.3.1 1.3.3 1.3.5 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.79 3.4.114 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.1.5 1.4.14 6.1.77 8.4.68
tinanta:qukfY:laG:1:2,akarva|akarvahi,1.3.1 1.3.3 1.3.5 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.79 3.4.114 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.1.5 1.4.14 6.4.108 8.4.68
tinanta:qukfY:laG:1:3,akarma|akarmahi,1.3.1 1.3.3 1.3.5 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.79 3.4.114 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.1.5 1.4.14 6.4.108 8.4.68
tinanta:qukfY:laG:2:1,akaroH|akaruTAH,1.3.1 1.3.3 1.3.5 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.79 3.4.114 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.1.5 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:qukfY:laG:2:2,akarutam|akarvATAm,1.3.1 1.3.3 1.3.5 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.79 3.4.114 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.1.5 1.4.14 6.1.77 8.4.68
tinanta:qukfY:laG:2:3,akaruDvam|akaruta,1.3.1 1.3.3 1.3.5 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.79 3.4.114 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.1.5 1.4.14 8.4.68
tinanta:qukfY:laG:3:1,akarod|akarot|akaruta,1.3.1 1.3.3 1.3.5 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.79 3.4.114 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.1.5 1.4.14 8.4.68
tinanta:qukfY:laG:3:2,akarutAm|akarvAtAm,1.3.1 1.3.3 1.3.5 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.79 3.4.114 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.1.5 1.4.14 6.1.77 8.4.68
tinanta:qukfY:laG:3:3,akarvan|akarvata,1.3.1 1.3.3 1.3.5 1.3.9 3.2.111 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.79 3.4.114 1.2.4 7.1.5 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.1.5 1.4.14 6.1.77 8.4.68
tinanta:qukfY:liT:1:1,cakAra|cakara|cakre,1.3.1 1.3.3 1.3.5 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.115 3.4.79 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 1.1.5 7.4.62 7.4.66 1.4.14 6.1.77 8.4.68
tinanta:qukfY:liT:1:2,cakfva|cakfvahe,1.3.1 1.3.3 1.3.5 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.115 3.4.79 3.4.115 1.2.5 7.2.13 1.4.13 1.1.5 6.1.8 6.1.4 6.1.5 7.4.62 7.4.66 1.4.14 8.4.68
tinanta:qukfY:liT:1:3,cakfma|cakfmahe,1.3.1 1.3.3 1.3.5 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.115 3.4.79 3.4.115 1.2.5 7.2.13 1.4.13 1.1.5 6.1.8 6.1.4 6.1.5 7.4.62 7.4.66 1.4.14 8.4.68
tinanta:qukfY:liT:2:1,cakarTa|cakfze,1.3.1 1.3.3 1.3.5 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.115 3.4.80 3.4.115 1.2.5 7.2.13 1.4.13 1.1.5 6.1.8 6.1.4 6.1.5 7.4.62 7.4.66 1.4.14 8.3.59 8.4.68
tinanta:qukfY:liT:2:2,cakrATe|cakraTuH,1.3.1 1.3.3 1.3.5 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.115 3.4.79 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 1.1.5 7.4.62 7.4.66 1.4.14 6.1.77 8.4.68
tinanta:qukfY:liT:2:3,cakfQve|cakra,1.3.1 1.3.3 1.3.5 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.115 3.4.79 3.4.115 1.2.5 7.2.13 1.4.13 1.1.5 6.1.8 6.1.4 6.1.5 7.4.62 7.4.66 1.4.14 8.3.78 8.4.68
tinanta:qukfY:liT:3:1,cakAra|cakre,1.3.1 1.3.3 1.3.5 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.115 3.4.81 1.3.3 1.3.9 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 1.1.5 7.4.62 7.4.66 1.4.14 6.1.77 8.4.68
tinanta:qukfY:liT:3:2,cakrAte|cakratuH,1.3.1 1.3.3 1.3.5 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.115 3.4.79 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 1.1.5 7.4.62 7.4.66 1.4.14 6.1.77 8.4.68
tinanta:qukfY:liT:3:3,cakrire|cakruH,1.3.1 1.3.3 1.3.5 1.3.9 3.2.115 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.115 3.4.81 1.3.3 1.3.9 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 1.1.5 7.4.62 7.4.66 1.4.14 6.1.77 8.4.68
tinanta:qukfY:lRT:1:1,karizyAmi|karizye,1.3.1 1.3.3 1.3.5 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 3.4.79 7.2.70 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 6.1.97 8.3.59 8.4.68
tinanta:qukfY:lRT:1:2,karizyAvaH|karizyAvahe,1.3.1 1.3.3 1.3.5 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 3.4.113 3.1.33 3.4.114 3.4.79 7.2.70 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 7.3.101 8.3.59 8.4.68
tinanta:qukfY:lRT:1:3,karizyAmaH|karizyAmahe,1.3.1 1.3.3 1.3.5 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 3.4.79 7.2.70 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 7.3.101 8.3.59 8.4.68
tinanta:qukfY:lRT:2:1,karizyase|karizyasi,1.3.1 1.3.3 1.3.5 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 3.4.80 7.2.70 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 8.3.59 8.4.68
tinanta:qukfY:lRT:2:2,karizyaTaH|karizyeTe,1.3.1 1.3.3 1.3.5 1.3.9 3.3.13 1.3.2 1.3.3 1.3.9 1.3.72 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 3.4.79 7.2.70 1.3.3 1.3.9 1.2.4 1.4.13 7.2.81 6.1.66 7.3.84 1.4.14 6.1.87 8.3.59 8.4.68
